"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-01-28","2021","01","28","","-5.2","","-16.4","","-10.8","","28.8","","0.0","","","","","","0.0","","30","","30","","42",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-01-29","2021","01","29","","-12.4","","-17.5","","-15.0","","33.0","","0.0","","","","","","0.0","","30","","25","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-01-30","2021","01","30","","-11.8","","-19.3","","-15.5","","33.5","","0.0","","","","","","0.0","","30","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-01-31","2021","01","31","","-12.0","","-20.6","","-16.3","","34.3","","0.0","","","","","","0.0","","30","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-01","2021","02","01","","-6.0","","-18.1","","-12.1","","30.1","","0.0","","","","","","0.0","","30","","2","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-02","2021","02","02","","-1.8","","-6.8","","-4.3","","22.3","","0.0","","","","","","10.3","","30","","2","","55",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-03","2021","02","03","","1.8","","-2.8","","-0.5","","18.5","","0.0","","","","","","2.3","","41","","35","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-04","2021","02","04","","-0.2","","-7.8","","-4.0","","22.0","","0.0","","","","","","0.2","","40","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-05","2021","02","05","","1.9","","-7.3","","-2.7","","20.7","","0.0","","","","","","3.8","","39","","27","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-06","2021","02","06","","-3.5","","-10.1","","-6.8","","24.8","","0.0","","","","","","0.0","","44","","26","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-07","2021","02","07","","-2.6","","-10.9","","-6.7","","24.7","","0.0","","","","","","0.2","","43","","31","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-08","2021","02","08","","-7.3","","-14.4","","-10.9","","28.9","","0.0","","","","","","0.0","","42","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-09","2021","02","09","","-7.3","","-12.9","","-10.1","","28.1","","0.0","","","","","","0.7","","41","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-10","2021","02","10","","-6.3","","-12.6","","-9.4","","27.4","","0.0","","","","","","0.0","","41","","28","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-11","2021","02","11","","-7.6","","-17.8","","-12.7","","30.7","","0.0","","","","","","0.0","","40","","29","","40",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-12","2021","02","12","","-13.9","","-21.3","","-17.6","","35.6","","0.0","","","","","","0.0","","40","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-13","2021","02","13","","-11.4","","-22.6","","-17.0","","35.0","","0.0","","","","","","0.0","","39","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-14","2021","02","14","","-6.7","","-12.4","","-9.5","","27.5","","0.0","","","","","","0.2","","39","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-15","2021","02","15","","-4.1","","-10.8","","-7.5","","25.5","","0.0","","","","","","1.2","","39","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-16","2021","02","16","","-2.5","","-11.8","","-7.1","","25.1","","0.0","","","","","","12.0","","44","","25","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-17","2021","02","17","","-8.4","","-16.1","","-12.3","","30.3","","0.0","","","","","","0.0","","46","","26","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-18","2021","02","18","","-4.5","","-17.1","","-10.8","","28.8","","0.0","","","","","","0.0","","45","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-19","2021","02","19","","-5.9","","-10.7","","-8.3","","26.3","","0.0","","","","","","1.1","","45","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-20","2021","02","20","","-3.7","","-10.9","","-7.3","","25.3","","0.0","","","","","","0.4","","48","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-21","2021","02","21","","-2.8","","-12.2","","-7.5","","25.5","","0.0","","","","","","0.0","","46","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-22","2021","02","22","","-0.3","","-8.9","","-4.6","","22.6","","0.0","","","","","","2.7","","45","","14","","38",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-23","2021","02","23","","2.6","","-0.7","","0.9","","17.1","","0.0","","","","","","0.8","","49","","21","","31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-24","2021","02","24","","3.4","","-0.4","","1.5","","16.5","","0.0","","","","","","8.9","","46","","34","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-25","2021","02","25","","-0.4","","-8.4","","-4.4","","22.4","","0.0","","","","","","0.4","","45","","26","","42",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-26","2021","02","26","","-2.7","","-14.8","","-8.7","","26.7","","0.0","","","","","","0.8","","45","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-27","2021","02","27","","3.5","","-8.1","","-2.3","","20.3","","0.0","","","","","","9.7","","45","","28","","49",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-02-28","2021","02","28","","5.1","","-4.9","","0.1","","17.9","","0.0","","","","","","1.0","","46","","15","","53",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-01","2021","03","01","","5.0","","-15.3","","-5.1","","23.1","","0.0","","","","","","5.3","","39","","31","","69",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-02","2021","03","02","","-7.6","","-17.9","","-12.7","","30.7","","0.0","","","","","","0.8","","35","","30","","55",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-03","2021","03","03","","0.9","","-8.0","","-3.5","","21.5","","0.0","","","","","","1.1","","37","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-04","2021","03","04","","-3.1","","-9.8","","-6.5","","24.5","","0.0","","","","","","0.0","","34","","28","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-05","2021","03","05","","-7.9","","-12.5","","-10.2","","28.2","","0.0","","","","","","0.0","","34","","26","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-06","2021","03","06","","-5.8","","-11.3","","-8.6","","26.6","","0.0","","","","","","0.0","","34","","27","","40",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-07","2021","03","07","","-4.8","","-10.5","","-7.6","","25.6","","0.0","","","","","","0.0","","33","","23","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-08","2021","03","08","","-2.2","","-14.3","","-8.2","","26.2","","0.0","","","","","","0.0","","33","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-09","2021","03","09","","4.9","","-4.6","","0.2","","17.8","","0.0","","","","","","0.0","","33","","30","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-10","2021","03","10","","8.3","","-5.0","","1.7","","16.3","","0.0","","","","","","0.0","","31","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-11","2021","03","11","","11.5","","3.7","","7.6","","10.4","","0.0","","","","","","2.0","","27","","25","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-12","2021","03","12","","7.5","","-5.2","","1.1","","16.9","","0.0","","","","","","0.3","","17","","29","","61",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-13","2021","03","13","","-1.5","","-7.9","","-4.7","","22.7","","0.0","","","","","","0.0","","12","","29","","45",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-14","2021","03","14","","-1.3","","-12.2","","-6.8","","24.8","","0.0","","","","","","0.0","","11","","29","","55",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-15","2021","03","15","","-6.3","","-15.7","","-11.0","","29.0","","0.0","","","","","","0.2","","11","","32","","42",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-16","2021","03","16","","0.6","","-10.6","","-5.0","","23.0","","0.0","","","","","","0.0","","11","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-17","2021","03","17","","7.8","","-5.4","","1.2","","16.8","","0.0","","","","","","0.0","","11","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-18","2021","03","18","","6.6","","-6.9","","-0.1","","18.1","","0.0","","","","","","0.0","","3","","1","","49",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-19","2021","03","19","","-0.1","","-9.4","","-4.8","","22.8","","0.0","","","","","","0.0","","0","","3","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-20","2021","03","20","","9.9","","-2.2","","3.8","","14.2","","0.0","","","","","","0.0","","0","","24","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-21","2021","03","21","","14.5","","0.8","","7.7","","10.3","","0.0","","","","","","0.0","","1","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-22","2021","03","22","","18.1","","-2.7","","7.7","","10.3","","0.0","","","","","","0.2","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-23","2021","03","23","","19.2","","1.8","","10.5","","7.5","","0.0","","","","","","0.0","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-24","2021","03","24","","16.0","","2.9","","9.5","","8.5","","0.0","","","","","","1.3","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-25","2021","03","25","","21.3","","7.2","","14.2","","3.8","","0.0","","","","","","2.3","","0","","14","","80",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-26","2021","03","26","","11.9","","2.4","","7.1","","10.9","","0.0","","","","","","21.6","","0","","4","","47",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-27","2021","03","27","","5.0","","1.2","","3.1","","14.9","","0.0","","","","","","0.0","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-28","2021","03","28","","10.3","","2.2","","6.3","","11.7","","0.0","","","","","","8.5","","0","","25","","63",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-29","2021","03","29","","4.5","","-2.4","","1.1","","16.9","","0.0","","","","","","0.5","","","","30","","69",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-30","2021","03","30","","15.9","","-2.1","","6.9","","11.1","","0.0","","","","","","0.0","","","","15","","45",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-03-31","2021","03","31","","13.2","","3.3","","8.2","","9.8","","0.0","","","","","","2.7","","0","","28","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-01","2021","04","01","","4.1","","-4.8","","-0.4","","18.4","","0.0","","","","","","2.2","","","","35","","42",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-02","2021","04","02","","4.3","","-6.5","","-1.1","","19.1","","0.0","","","","","","0.0","","","","29","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-03","2021","04","03","","9.1","","-6.0","","1.5","","16.5","","0.0","","","","","","0.0","","","","24","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-04","2021","04","04","","13.0","","2.1","","7.5","","10.5","","0.0","","","","","","0.0","","","","32","","36",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-05","2021","04","05","","14.5","","1.4","","7.9","","10.1","","0.0","","","","","","0.0","","","","32","","40",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-06","2021","04","06","","14.5","","1.3","","7.9","","10.1","","0.0","","","","","","0.0","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-07","2021","04","07","","15.6","","5.7","","10.6","","7.4","","0.0","","","","","","0.0","","0","","4","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-08","2021","04","08","","21.0","","6.2","","13.6","","4.4","","0.0","","","","","","0.0","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-09","2021","04","09","","24.6","","7.2","","15.9","","2.1","","0.0","","","","","","0.0","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-10","2021","04","10","","23.5","","9.3","","16.4","","1.6","","0.0","","","","","","0.0","","0","","2","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-11","2021","04","11","","18.0","","7.0","","12.5","","5.5","","0.0","","","","","","0.0","","","","5","","51",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-12","2021","04","12","","17.5","","8.4","","12.9","","5.1","","0.0","","","","","","0.0","","","","4","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-13","2021","04","13","","18.5","","5.7","","12.1","","5.9","","0.0","","","","","","0.2","","0","","4","","31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-14","2021","04","14","","17.6","","7.1","","12.4","","5.6","","0.0","","","","","","0.0","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-15","2021","04","15","","10.6","","5.2","","7.9","","10.1","","0.0","","","","","","22.6","","","","12","","47",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-16","2021","04","16","","8.1","","3.9","","6.0","","12.0","","0.0","","","","","","7.7","","0","","7","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-17","2021","04","17","","9.6","","3.9","","6.8","","11.2","","0.0","","","","","","0.0","","","","8","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-18","2021","04","18","","13.2","","5.0","","9.1","","8.9","","0.0","","","","","","0.0","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-19","2021","04","19","","17.1","","7.6","","12.3","","5.7","","0.0","","","","","","0.0","","0","","15","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-20","2021","04","20","","11.8","","3.6","","7.7","","10.3","","0.0","","","","","","0.4","","","","25","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-21","2021","04","21","","4.0","","-1.9","","1.1","","16.9","","0.0","","","","","","6.2","","","","30","","31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-22","2021","04","22","","4.5","","-3.0","","0.8","","17.2","","0.0","","","","","","0.0","","2","","30","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-23","2021","04","23","","15.1","","1.6","","8.3","","9.7","","0.0","","","","","","0.0","","","","29","","59",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-24","2021","04","24","","20.3","","7.8","","14.1","","3.9","","0.0","","","","","","0.0","","0","","24","","40",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-25","2021","04","25","","17.0","","1.3","","9.2","","8.8","","0.0","","","","","","1.4","","","","29","","47",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-26","2021","04","26","","9.8","","-0.1","","4.9","","13.1","","0.0","","","","","","0.0","","","","29","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-27","2021","04","27","","16.0","","0.1","","8.0","","10.0","","0.0","","","","","","0.0","","","","28","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-28","2021","04","28","","17.6","","8.0","","12.8","","5.2","","0.0","","","","","","4.3","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-29","2021","04","29","","18.2","","9.3","","13.8","","4.2","","0.0","","","","","","0.8","","0","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-04-30","2021","04","30","","12.4","","3.4","","7.9","","10.1","","0.0","","","","","","27.8","","0","","23","","45",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-01","2021","05","01","","10.2","","1.6","","5.9","","12.1","","0.0","","","","","","0.0","","","","27","","53",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-02","2021","05","02","","16.2","","3.9","","10.0","","8.0","","0.0","","","","","","0.0","","","","25","","45",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-03","2021","05","03","","9.9","","5.2","","7.6","","10.4","","0.0","","","","","","0.0","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-04","2021","05","04","","13.8","","9.6","","11.7","","6.3","","0.0","","","","","","0.0","","","","5","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-05","2021","05","05","","12.6","","8.7","","10.7","","7.3","","0.0","","","","","","0.8","","","","30","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-06","2021","05","06","","15.4","","5.1","","10.2","","7.8","","0.0","","","","","","0.0","","","","29","","45",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-07","2021","05","07","","15.8","","3.6","","9.7","","8.3","","0.0","","","","","","0.0","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-08","2021","05","08","","15.8","","7.7","","11.7","","6.3","","0.0","","","","","","0.0","","","","","","",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2021-05-09","2021","05","09","","16.8","","6.0","","11.4","","6.6","","0.0","","","","","","0.0","","","","19","","39",""
